,initial_angle,arc_length,incidence angle,distance from mirror
7564,0.1512951295129513,0.0018403670006477992,-0.0022439741973445983,-1.5281936909268103e-06
7565,0.15131513151315132,0.0018408529933027478,-0.002244881422554144,-1.5292846868094025e-06
7566,0.15133513351335134,0.0018413390859162685,-0.002245788899280776,-1.5303763482048695e-06
7567,0.15135513551355137,0.0018418252785046291,-0.002246696627565451,-1.5314686754534867e-06
7568,0.15137513751375137,0.0018423115710849494,-0.002247604607451261,-1.5325616688975841e-06
7569,0.1513951395139514,0.0018427979636694034,-0.0022485128389688807,-1.533655328868508e-06
7570,0.15141514151415142,0.0018432844562789028,-0.0022494213221709437,-1.5347496557173949e-06
7571,0.15143514351435144,0.001843771048926395,-0.002250330057090047,-1.5358446497776057e-06
7572,0.15145514551455147,0.0018442577416281898,-0.002251239043767265,-1.5369403113902027e-06
7573,0.15147514751475147,0.001844744534399744,-0.0022521482822415156,-1.538036640894466e-06
7574,0.1514951495149515,0.0018452314272567642,-0.0022530577725523434,-1.5391336386303755e-06
7575,0.15151515151515152,0.001845718420215235,-0.0022539675147399984,-1.5402313049386761e-06
7576,0.15153515351535154,0.0018462055132913923,-0.0022548775088453506,-1.5413296401608176e-06
7577,0.15155515551555157,0.0018466927065001076,-0.0022557877549058483,-1.5424286446353107e-06
7578,0.15157515751575157,0.0018471799998570498,-0.0022566982529609483,-1.543528318702602e-06
7579,0.1515951595159516,0.0018476673933800352,-0.0022576090030554984,-1.5446286627081246e-06
7580,0.15161516151615162,0.0018481548870828586,-0.0022585200052242416,-1.545729676988372e-06
7581,0.15163516351635165,0.0018486424809818023,-0.002259431259508162,-1.5468313618855908e-06
7582,0.15165516551655167,0.001849130175092163,-0.0022603427659457914,-1.547933717739939e-06
7583,0.15167516751675167,0.0018496179694307713,-0.0022612545245794956,-1.549036744895181e-06
7584,0.1516951695169517,0.001850105864013732,-0.002262166535449817,-1.5501404436935818e-06
7585,0.15171517151715172,0.001850593858856281,-0.0022630787985951266,-1.5512448144755785e-06
7586,0.15173517351735175,0.00185108195397204,-0.0022639913140497297,-1.5523498575780865e-06
7587,0.15175517551755177,0.0018515701493793733,-0.0022649040818598447,-1.5534555733489013e-06
7588,0.15177517751775177,0.0018520584450938612,-0.0022658171020647194,-1.554561962129653e-06
7589,0.1517951795179518,0.0018525468411323685,-0.0022667303747067867,-1.5556690242650235e-06
7590,0.15181518151815182,0.001853035337507109,-0.0022676438998168393,-1.5567767600892862e-06
7591,0.15183518351835185,0.0018535239342370128,-0.0022685576774425075,-1.5578851699520829e-06
7592,0.15185518551855187,0.0018540126313358618,-0.002269471707618514,-1.5589942541915158e-06
7593,0.15187518751875187,0.001854501428822303,-0.0022703859903917957,-1.5601040131568702e-06
7594,0.1518951895189519,0.001854990326706695,-0.0022713005257884414,-1.561214447178747e-06
7595,0.15191519151915192,0.0018554793250128909,-0.0022722153138684956,-1.562325556618541e-06
7596,0.15193519351935195,0.0018559684237505721,-0.0022731303546563524,-1.5634373418055884e-06
7597,0.15195519551955197,0.0018564576229373098,-0.0022740456481962325,-1.5645498030872903e-06
7598,0.15197519751975197,0.001856946922588046,-0.002274961194525779,-1.5656629408052102e-06
7599,0.151995199519952,0.0018574363227188543,-0.00227587699368546,-1.5667767553036232e-06
7600,0.15201520152015202,0.0018579258233480675,-0.0022767930457214137,-1.5678912469320923e-06
7601,0.15203520352035205,0.0018584154244881727,-0.002277709350665105,-1.569006416027006e-06
7602,0.15205520552055207,0.0018589051261575678,-0.0022786259085628402,-1.5701222629383563e-06
7603,0.15207520752075207,0.001859394928370132,-0.0022795427194495723,-1.5712387880059773e-06
7604,0.1520952095209521,0.0018598848311414595,-0.002280459783364573,-1.5723559915737487e-06
7605,0.15211521152115212,0.0018603748344901978,-0.0022813771003547746,-1.5734738739926574e-06
7606,0.15213521352135215,0.0018608649384277668,-0.0022822946704489444,-1.5745924355973373e-06
7607,0.15215521552155217,0.0018613551429737234,-0.0022832124936963223,-1.5757116767411325e-06
7608,0.15217521752175217,0.0018618454481420187,-0.002284130570132028,-1.5768315977647295e-06
7609,0.1521952195219522,0.0018623358539503496,-0.002285048899800629,-1.5779521990175117e-06
7610,0.15221522152215222,0.0018628263604132183,-0.0022859674827386284,-1.5790734808417028e-06
7611,0.15223522352235225,0.0018633169675456647,-0.002286886318983902,-1.5801954435808906e-06
7612,0.15225522552255227,0.0018638076753650238,-0.0022878054085800977,-1.5813180875840526e-06
7613,0.15227522752275227,0.0018642984838857734,-0.0022887247515636705,-1.5824414131937705e-06
7614,0.1522952295229523,0.0018647893931240363,-0.0022896443479752024,-1.5835654207565282e-06
7615,0.15231523152315232,0.001865280403095806,-0.002290564197854982,-1.5846901106186538e-06
7616,0.15233523352335235,0.0018657715138189898,-0.002291484301248075,-1.5858154831310037e-06
7617,0.15235523552355237,0.0018662627253056238,-0.0022924046581848014,-1.5869415386311172e-06
7618,0.15237523752375237,0.0018667540375757006,-0.0022933252687154957,-1.5880682774749143e-06
7619,0.1523952395239524,0.001867245450640031,-0.00229424613286738,-1.5891956999973948e-06
7620,0.15241524152415242,0.0018677369645193058,-0.0022951672506925478,-1.590323806556367e-06
7621,0.15243524352435245,0.0018682285792276587,-0.0022960886222265775,-1.5914525974947352e-06
7622,0.15245524552455247,0.0018687202947793504,-0.0022970102475053976,-1.592582073155829e-06
7623,0.15247524752475247,0.0018692121111895902,-0.0022979321265672865,-1.593712233885292e-06
7624,0.1524952495249525,0.0018697040284795783,-0.002298854259465619,-1.5948430800426862e-06
7625,0.15251525152515252,0.0018701960466603524,-0.002299776646228199,-1.5959746119643504e-06
7626,0.15253525352535255,0.0018706881657483876,-0.0023006992868965,-1.5971068299992613e-06
7627,0.15255525552555255,0.0018711803857605412,-0.002301622181512977,-1.5982397344974185e-06
7628,0.15257525752575257,0.0018716727067123234,-0.0023025453301166675,-1.5993733258058631e-06
7629,0.1525952595259526,0.001872165128620214,-0.0023034687327490723,-1.6005076042740097e-06
7630,0.15261526152615262,0.001872657651497772,-0.0023043923894443333,-1.6016425702446817e-06
7631,0.15263526352635265,0.0018731502753628168,-0.002305316300247323,-1.6027782240706603e-06
7632,0.15265526552655265,0.001873643000233243,-0.0023062404652030677,-1.6039145661050494e-06
7633,0.15267526752675267,0.0018741358261179246,-0.00230716488433396,-1.6050515966802772e-06
7634,0.1526952695269527,0.0018746287530410771,-0.002308089557700928,-1.6061893161643153e-06
7635,0.15271527152715272,0.0018751217810135834,-0.0023090144853313926,-1.6073277248945058e-06
7636,0.15273527352735275,0.0018756149100529686,-0.0023099396672694684,-1.608466823223664e-06
7637,0.15275527552755275,0.0018761081401742264,-0.002310865103552922,-1.6096066114988998e-06
7638,0.15277527752775277,0.0018766014713933593,-0.0023117907942220395,-1.6107470900697936e-06
7639,0.1527952795279528,0.0018770949037254171,-0.0023127167393147173,-1.6118882592838628e-06
7640,0.15281528152815282,0.001877588437189409,-0.002313642938878811,-1.613030119497928e-06
7641,0.15283528352835285,0.0018780820717970393,-0.0023145693929437906,-1.6141726710520472e-06
7642,0.15285528552855285,0.0018785758075679122,-0.0023154961015590175,-1.6153159143047035e-06
7643,0.15287528752875287,0.0018790696445150673,-0.0023164230647573325,-1.616459849599323e-06
7644,0.1528952895289529,0.0018795635826547418,-0.0023173502825796118,-1.6176044772868748e-06
7645,0.15291529152915292,0.0018800576220047297,-0.002318277755070653,-1.6187497977220814e-06
7646,0.15293529352935295,0.001880551762579677,-0.0023192054822673436,-1.6198958112525097e-06
7647,0.15295529552955295,0.0018810460043937808,-0.0023201334642054257,-1.6210425182248217e-06
7648,0.15297529752975297,0.001881540347466417,-0.0023210617009336797,-1.6221899189978393e-06
7649,0.152995299529953,0.0018820347918105606,-0.0023219901924847845,-1.62333801391567e-06
7650,0.15301530153015303,0.0018825293374429394,-0.0023229189389008527,-1.6244868033312737e-06
7651,0.15303530353035305,0.00188302398438148,-0.002323847940227011,-1.6256362876005406e-06
7652,0.15305530553055305,0.0018835187326386568,-0.002324777196494695,-1.6267864670668307e-06
7653,0.15307530753075307,0.0018840135822325848,-0.0023257067077494813,-1.6279373420867561e-06
7654,0.1530953095309531,0.0018845085331772417,-0.0023266364740266,-1.629088913007449e-06
7655,0.15311531153115313,0.0018850035854909707,-0.002327566495372211,-1.6302411801863409e-06
7656,0.15313531353135315,0.0018854987391874053,-0.0023284967718206592,-1.631394143970044e-06
7657,0.15315531553155315,0.0018859939942824575,-0.002329427303411998,-1.6325478047106124e-06
7658,0.15317531753175317,0.001886489350794058,-0.0023303580901913768,-1.6337021627649492e-06
7659,0.1531953195319532,0.0018869848087378744,-0.0023312891321982353,-1.6348572184848298e-06
7660,0.15321532153215323,0.0018874803681267042,-0.0023322204294648186,-1.6360129722154718e-06
7661,0.15323532353235325,0.0018879760289795089,-0.0023331519820388503,-1.6371694243166118e-06
7662,0.15325532553255325,0.0018884717913124388,-0.0023340837899609936,-1.6383265751415767e-06
7663,0.15327532753275327,0.0018889676551383124,-0.0023350158532635433,-1.6394844250360513e-06
7664,0.1532953295329533,0.0018894636204763256,-0.002335948171994811,-1.6406429743607558e-06
7665,0.15331533153315333,0.0018899596873390844,-0.00233688074618656,-1.6418022234611582e-06
7666,0.15333533353335335,0.001890455855746217,-0.002337813575888182,-1.6429621726992799e-06
7667,0.15335533553355335,0.0018909521257111238,-0.0023387466611334406,-1.6441228224227265e-06
7668,0.15337533753375338,0.001891448497249664,-0.0023396800019622604,-1.6452841729849919e-06
7669,0.1533953395339534,0.0018919449703777005,-0.0023406135984145883,-1.6464462247397217e-06
7670,0.15341534153415343,0.0018924415451134146,-0.002341547450536185,-1.6476089780461337e-06
7671,0.15343534353435345,0.0018929382214702714,-0.0023424815583609733,-1.6487724332525448e-06
